ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL,weighted_rating,avg_rating,num_ratings
0515128554,Heart of the Sea ,Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.LZZZZZZZ.jpg,7.809441293463089,7.876923076923077,65.0
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg,7.808079568444374,7.8625,80.0
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg,7.805717858678115,7.886792452830188,53.0
0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,http://images.amazon.com/images/P/0061097314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.LZZZZZZZ.jpg,7.802502865814738,7.861111111111111,72.0
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg,7.801897737578512,7.822115384615385,208.0
0515128546,Tears of the Moon ,Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg,7.800473824920175,7.868852459016393,61.0
0345441036,Black House,Stephen King,2002,Ballantine Books,http://images.amazon.com/images/P/0345441036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441036.01.LZZZZZZZ.jpg,7.797841555651551,7.88,50.0
0446612545,The Beach House,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,7.797189649361053,7.836538461538462,104.0
0060929871,Brave New World,Aldous Huxley,1998,Perennial,http://images.amazon.com/images/P/0060929871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929871.01.LZZZZZZZ.jpg,7.79613199051844,7.855072463768116,69.0
0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0679444815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679444815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679444815.01.LZZZZZZZ.jpg,7.795665965279698,7.864406779661017,59.0
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg,7.795072261893354,7.877551020408164,49.0
0553280341,B Is for Burglar ,Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,7.794768926338456,7.843373493975903,83.0
0312976275,Hot Six : A Stephanie Plum Novel ,Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,7.794512501158968,7.846153846153846,78.0
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,7.793000982565053,7.80859375,256.0
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg,7.783617772508613,7.847457627118644,59.0
0446604801,Jack &amp; Jill ,James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg,7.783046468676248,7.838235294117647,68.0
1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg,7.782567629720703,7.851851851851852,54.0
0385335482,Confessions of a Shopaholic ,SOPHIE KINSELLA,2001,Delta,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg,7.780964038065321,7.803680981595092,163.0
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,7.780441072078103,7.80379746835443,158.0
0316602906,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,7.779743832704089,7.849056603773585,53.0
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg,7.776845725239669,7.846153846153846,52.0
014100018X,Chocolat,Joanne Harris,2000,Penguin Books,http://images.amazon.com/images/P/014100018X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.LZZZZZZZ.jpg,7.776845725239669,7.846153846153846,52.0
0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg,7.775503438977685,7.839285714285714,56.0
0451177096,Dolores Claiborne,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg,7.774288989502557,7.833333333333333,60.0
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,http://images.amazon.com/images/P/0066214122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg,7.77426326189752,7.813186813186813,91.0
0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425143325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg,7.771569579737527,7.830508474576271,59.0
0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg,7.769673352947416,7.82089552238806,67.0
0743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket,http://images.amazon.com/images/P/0743437640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg,7.767675001619381,7.836734693877551,49.0
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg,7.763938091016594,7.778260869565218,230.0
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,7.76366622227645,7.794392523364486,107.0
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,7.762775001170444,7.805194805194805,77.0
0446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg,7.757301015111012,7.82,50.0
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg,7.753583643434752,7.807017543859649,57.0
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg,7.753419462773511,7.776119402985074,134.0
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg,7.752843553253762,7.771084337349397,166.0
0375502238,Blessings,ANNA QUINDLEN,2002,Random House,http://images.amazon.com/images/P/0375502238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg,7.750503438977685,7.803571428571429,56.0
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg,7.750419532481405,7.791666666666667,72.0
1558744150,Chicken Soup for the Woman's Soul ,Jack Canfield,1996,Health Communications,http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg,7.744891945757943,7.787878787878788,66.0
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg,7.743335243876492,7.766666666666667,120.0
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg,7.74202556312601,7.784615384615384,65.0
014025448X,At Home in Mitford ,Jan Karon,1996,Viking Books,http://images.amazon.com/images/P/014025448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg,7.738694159983316,7.771084337349397,83.0
0452264464,Beloved ,Toni Morrison,1994,Plume,http://images.amazon.com/images/P/0452264464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452264464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg,7.738255098235095,7.772151898734177,79.0
0446670111,Einstein's Dreams,Alan Lightman,1994,Warner Books,http://images.amazon.com/images/P/0446670111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670111.01.LZZZZZZZ.jpg,7.737372041029143,7.788461538461538,52.0
0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg,7.728423465949253,7.7555555555555555,90.0
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,7.727501563171675,7.743421052631579,152.0
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg,7.723376808653191,7.762711864406779,59.0
0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg,7.720863173314139,7.753623188405797,69.0
0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,7.720863173314139,7.753623188405797,69.0
0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg,7.71955365301365,7.753846153846154,65.0
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water ,Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg,7.71955365301365,7.753846153846154,65.0
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg,7.718877114341054,7.76595744680851,47.0
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,7.718622270794338,7.733333333333333,150.0
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg,7.717741667334547,7.73202614379085,153.0
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,7.716618284170223,7.728813559322034,177.0
014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg,7.716388871730419,7.732824427480916,131.0
0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312980159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980159.01.LZZZZZZZ.jpg,7.711056251555458,7.75,52.0
0449219461,H Is for Homicide ,Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg,7.711056251555458,7.75,52.0
0842342702,Left Behind: A Novel of the Earth's Last Days ,Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,7.708892709975205,7.75,48.0
0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg,7.707243751019094,7.728260869565218,92.0
0671867113,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,http://images.amazon.com/images/P/0671867113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg,7.707203668242865,7.745098039215686,51.0
0842329129,Left Behind: A Novel of the Earth's Last Days ,Tim Lahaye,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg,7.704135615185558,7.716129032258064,155.0
0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684853515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.LZZZZZZZ.jpg,7.703246961056958,7.74,50.0
0553271636,D Is for Deadbeat ,Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg,7.7028604180739855,7.733333333333333,60.0
0446612790,2nd Chance,James Patterson,2003,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg,7.702107676475569,7.722222222222222,90.0
0375702709,A Lesson Before Dying ,Ernest J. Gaines,1997,Vintage Books USA,http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg,7.701310982413223,7.72289156626506,83.0
0440224764,The Partner,John Grisham,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg,7.7008399707677535,7.713286713286713,143.0
0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,http://images.amazon.com/images/P/0688177859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg,7.700575358831641,7.739130434782608,46.0
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth ",M. Scott Peck,1980,Touchstone,http://images.amazon.com/images/P/0671250671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671250671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671250671.01.LZZZZZZZ.jpg,7.699181850934449,7.73469387755102,49.0
155874262X,Chicken Soup for the Soul ,Jack Canfield,1993,Health Communications,http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg,7.697817437968192,7.71578947368421,95.0
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg,7.69525656879843,7.712765957446808,94.0
0440234743,The Testament,John Grisham,1999,Dell,http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg,7.694509197503704,7.704142011834319,169.0
0671021001,She's Come Undone ,Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg,7.6931131747643775,7.700460829493087,217.0
0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,7.692824039977113,7.722222222222222,54.0
0446679593,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,http://images.amazon.com/images/P/0446679593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg,7.692694953059759,7.7125,80.0
0385424736,The Rainmaker,John Grisham,1995,Doubleday Books,http://images.amazon.com/images/P/0385424736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.LZZZZZZZ.jpg,7.689733447543444,7.72,50.0
0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg,7.688854714083728,7.704081632653061,98.0
0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial,http://images.amazon.com/images/P/0060922532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.LZZZZZZZ.jpg,7.688834741794999,7.716981132075472,53.0
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg,7.687814649361053,7.701923076923077,104.0
0312995423,Digital Fortress : A Thriller,Dan Brown,2003,St. Martin's Press,http://images.amazon.com/images/P/0312995423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.LZZZZZZZ.jpg,7.68730674015839,7.703296703296703,91.0
0451184963,Insomnia,Stephen King,1995,Signet Book,http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg,7.686097858268713,7.703703703703703,81.0
0399147195,P Is for Peril ,Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.LZZZZZZZ.jpg,7.685483220797463,7.714285714285714,49.0
0380717018,Body of Evidence ,Patricia D. Cornwell,1992,Avon,http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,7.685483220797463,7.714285714285714,49.0
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,7.682783804861804,7.689320388349515,206.0
0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,7.681798783214288,7.68724279835391,243.0
0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg,7.681381682053576,7.695652173913044,92.0
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,http://images.amazon.com/images/P/0316089699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg,7.681114932197428,7.708333333333333,48.0
0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg,7.680827578538297,7.698630136986301,73.0
